0.de.pool.ntp.org;0;0.000198;0.000000;0.012253;0.006037
0.de.pool.ntp.org;1;0.000198;0.002103;0.011202;0.005642
0.de.pool.ntp.org;2;0.000198;0.002265;0.011121;0.005508
0.de.pool.ntp.org;3;0.000198;0.002265;0.011230;0.005514
0.de.pool.ntp.org;4;0.000198;0.002265;0.011231;0.005606
0.de.pool.ntp.org;5;0.000198;0.002265;0.011186;0.005425
0.de.pool.ntp.org;6;0.000198;0.002265;0.011282;0.005341
0.de.pool.ntp.org;7;0.000198;0.002265;0.011262;0.005587
0.de.pool.ntp.org;8;0.000198;0.000322;0.011215;0.005450
0.de.pool.ntp.org;9;0.000198;0.000322;0.011134;0.005479
0.de.pool.ntp.org;10;0.000198;0.000872;0.011570;0.005023
0.de.pool.ntp.org;11;0.000198;0.000888;0.011126;0.005541
0.de.pool.ntp.org;12;0.000214;0.000888;0.011411;0.005247
0.de.pool.ntp.org;13;0.000214;0.001122;0.011687;0.005315
0.de.pool.ntp.org;14;0.000214;0.001842;0.012047;0.004757
0.de.pool.ntp.org;15;0.000198;0.001842;0.011216;0.005499
0.de.pool.ntp.org;16;0.000198;0.001842;0.011559;0.005192
0.de.pool.ntp.org;17;0.000198;0.001842;0.011203;0.005597
0.de.pool.ntp.org;18;0.000214;0.001842;0.011152;0.005518
0.de.pool.ntp.org;19;0.000214;0.001790;0.011393;0.005315
0.de.pool.ntp.org;20;0.000214;0.001796;0.011149;0.005644
0.de.pool.ntp.org;21;0.000198;0.001796;0.011223;0.005635
0.de.pool.ntp.org;22;0.000214;0.000897;0.011111;0.005565
0.de.pool.ntp.org;23;0.000214;0.000897;0.011291;0.005603
0.de.pool.ntp.org;24;0.000214;0.001037;0.011629;0.005206
0.de.pool.ntp.org;25;0.000214;0.001037;0.011392;0.005398
0.de.pool.ntp.org;26;0.000198;0.001037;0.011309;0.005639
0.de.pool.ntp.org;27;0.000198;0.001037;0.011282;0.005589
0.de.pool.ntp.org;28;0.000198;0.001037;0.011215;0.005573
0.de.pool.ntp.org;29;0.000214;0.001037;0.011271;0.005461
